Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2019 Toyota Corolla L,"$16,187 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC," 77,545 mi. "
2020 Acura RDX A-Spec,"$33,487 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 48,714 mi. "
2023 Lexus LS 500 Base,Not Priced, AWD ,Gasoline ,10-Speed Automatic with Overdrive,3.4L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Lexus RX 350h Premium Plus,Not Priced, All-wheel Drive ,Hybrid ,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid, 0 mi. 
2023 Lexus RX 350h Luxury,Not Priced, All-wheel Drive ,Hybrid ,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 Lexus RX 350h Premium Plus,Not Priced, All-wheel Drive ,Hybrid ,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid, 0 mi. 
2014 Lexus LS 460 Base,"$20,995 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC," 112,201 mi. "
2023 Toyota Tundra Platinum,"$67,267 ", Four-wheel Drive ,Gasoline ,OTHER,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Jaguar F-TYPE P450 R-Dynamic,"$90,430 ", All-wheel Drive ,Gasoline ,Automatic,V8, 20 mi. 
2023 Mercedes-Benz AMG G 63 4MATIC,Not Priced, – ,Gasoline ,9-Speed Automatic,V8, 12 mi. 
2015 Mercedes-Benz GLK-Class GLK 350 4MATIC,"$18,777 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC," 80,966 mi. "
2019 Ford F-150 XLT,"$30,898 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo," 66,263 mi. "
2023 INFINITI QX60 AUTOGRAPH,"$68,030 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 1 mi. 
2023 INFINITI Q50 LUXE,"$44,400 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 5 mi. 
2023 Toyota Camry XSE,"$35,603 ", FWD ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 3 mi. 
2023 Toyota Tundra 1794,"$68,718 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 3 mi. 
2023 Toyota Tundra SR5,"$53,293 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2021 Toyota Tacoma TRD Off Road,"$37,000 ", Four-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/211," 40,277 mi. "
2023 Toyota Tundra Limited,"$62,000 ", Four-wheel Drive ,Gasoline ,Automatic,Twin Turbo Regular Unleaded V-6 3.4 L/210, 10 mi. 
2015 Chevrolet Sonic LT,"$9,900 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.8L I4 16V MPFI DOHC," 69,298 mi. "
2007 Ford Mustang Deluxe,"$9,900 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 12V MPFI SOHC," 94,021 mi. "
2008 Jeep Grand Cherokee Overland,"$16,900 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,5.7L V8 16V MPFI OHV," 84,113 mi. "
2004 Ford Mustang Deluxe,"$10,900 ", Rear-wheel Drive ,Gasoline ,5-Speed Manual,3.8L V6 12V MPFI OHV," 58,944 mi. "
2006 Buick LaCrosse CXL,"$12,900 ", Front-wheel Drive ,Gasoline ,4-Speed Automatic,3.8L V6 12V MPFI OHV," 32,670 mi. "
2014 Ford Mustang V6 Premium,"$20,900 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC," 60,592 mi. "
2023 Acura Integra A-Spec,"$35,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 13 mi. 
2023 Acura MDX Advance,"$65,195 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC, 10 mi. 
2017 Chrysler 200 LX,"$14,877 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC," 50,841 mi. "
2017 Ford F-250 Lariat,"$38,977 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 159,359 mi. "
2021 Lincoln Navigator Reserve,"$67,877 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 34,413 mi. "
2018 Ford Explorer XLT,"$22,477 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC," 85,826 mi. "
2021 Ford Expedition Max Limited,"$41,077 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 81,749 mi. "
2021 Hyundai Kona Ultimate,"$23,577 ", All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo," 29,512 mi. "
2021 Kia Telluride EX,"$36,777 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC," 45,016 mi. "
2023 Chevrolet Corvette Stingray w/3LT,"$101,900 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV, 455 mi. 
2017 Ford Shelby GT350 Base,"$55,900 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,5.2L V8 32V MPFI DOHC," 29,663 mi. "
2019 Toyota 4Runner SR5,"$37,490 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC," 67,137 mi. "
2021 Honda Passport Touring,"$35,990 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC," 29,017 mi. "
2018 Toyota RAV4 LE,"$16,990 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC," 160,329 mi. "
2018 Volvo V60 T5 Dynamic,"$18,490 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 90,719 mi. "
2021 Toyota Venza LE,"$35,490 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 16,992 mi. "
2022 Toyota Camry Hybrid XLE,"$37,990 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 1,971 mi. "
2020 Toyota RAV4 Hybrid LE,"$31,990 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 33,667 mi. "
2019 Toyota 4Runner Limited,"$41,490 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC," 68,365 mi. "
2018 Toyota Tacoma TRD Sport,"$35,490 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC," 56,672 mi. "
2020 Toyota Tundra Limited,"$46,490 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 40,946 mi. "
2020 Toyota Tundra Limited,"$46,490 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 40,946 mi. "
2017 Toyota Prius v Two,"$25,990 ", Front-wheel Drive ,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid," 20,802 mi. "
2018 Toyota RAV4 XLE,"$26,990 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC," 52,103 mi. "
2020 Toyota Highlander Limited,"$42,490 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 23,094 mi. "
2020 Toyota 4Runner SR5 Premium,"$39,990 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC," 49,905 mi. "
2018 RAM 1500 Big Horn,"$29,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 73,908 mi. "
2019 Toyota Tundra SR5,"$40,990 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 27,033 mi. "
2020 Toyota Highlander XLE,"$37,990 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 37,164 mi. "
2022 Toyota Tundra Limited,"$54,490 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 9,115 mi. "
2022 Toyota Camry Hybrid SE,"$35,490 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 7,307 mi. "
2018 Jeep Wrangler Unlimited Sport,"$30,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 53,042 mi. "
2019 Lexus IS 300 Base,"$33,990 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC," 35,809 mi. "
2020 RAM 1500 Big Horn,"$36,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 45,746 mi. "
2023 Nissan Pathfinder Platinum,"$52,100 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 1 mi. 
2023 Nissan Maxima Platinum,"$43,791 ", Front-wheel Drive ,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC, 2 mi. 
2023 Nissan Pathfinder Platinum,"$50,102 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 1 mi. 
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,"$54,740 ", All-wheel Drive ,Automatic,Electric, YV4ED3GM9P2044885 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelNavigation SystemPower LiftgateRemote Start

"
2023 Volvo S90 Recharge Plug-In Hybrid T8 Ultimate,"$78,390 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 19 mi. 
2019 Mercedes-Benz AMG GLE 43 Base 4MATIC,"$51,995 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo," 41,060 mi. "
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,"$54,740 ", All-wheel Drive ,Automatic,Electric, YV4ED3GM4P2029064 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelNavigation SystemPower LiftgateRemote Start

"
2021 BMW X1 sDrive28i,"$29,680 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 39,748 mi. "
2023 Ford Transit-250 Base,"$81,535 ", All-wheel Drive ,E85 Flex Fuel ,10-Speed Automatic with Overdrive,3.5L V6 24V PDI DOHC Flexible Fuel, 2 mi. 
2023 Ford Bronco Badlands,"$77,525 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 621 mi. 
2023 Ford Bronco Wildtrak,"$81,495 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 2 mi. 
2023 Ford Bronco Base,"$73,785 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 44 mi. 
2023 Ford Transit-350 Base,"$74,890 ", Rear-wheel Drive ,E85 Flex Fuel ,Automatic,3.5L V6 24V PDI DOHC Flexible Fuel, 6 mi. 
2023 Ford Transit-350 Base,"$82,018 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC Twin Turbo, 6 mi. 
2022 INFINITI Q60 LUXE,"$45,950 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 486 mi. 
2023 Audi e-tron GT Premium Plus,"$119,865 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUEJBFW6P7005499 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System

"
2020 Jaguar F-PACE Prestige P300 AWD Automatic,"$39,390 ", All-wheel Drive ,Gasoline ,Automatic,"Ingenium 2L I-4 gasoline direct injection, DOHC, variable valve"," 38,471 mi. "
2023 Jaguar F-PACE S P250 AWD Automatic,"$55,840 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 1,250 mi. "
2023 Land Rover Range Rover P400 SE,"$120,960 ", All-wheel Drive ,Gasoline ,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, CVVL variable v", 7 mi. 
2023 Land Rover Defender 110 S,"$73,500 ", Four-wheel Drive ,Gasoline ,Automatic,"Ingenium 2L I-4 gasoline direct injection, DOHC, variable valve"," 2,002 mi. "
2023 Mercedes-Benz EQB 300 4MATIC,"$57,920 ", All-wheel Drive ,Automatic,Dual Electric Motor, W1N9M0KB4PN018792 ,"

Heated SeatsKeyless StartNavigation SystemPower Liftgate

"
2023 Jaguar F-PACE SVR P550 AWD Automatic,"$99,580 ", All-wheel Drive ,Gasoline ,Automatic,"5L V-8 gasoline direct injection, DOHC, variable valve control,", 8 mi. 
2017 Mercedes-Benz E-Class 4MATIC,"$34,220 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 27,443 mi. "
2014 Mercedes-Benz SLK-Class SLK 250,"$26,920 ", Rear-wheel Drive ,Gasoline ,Automatic,"1.8L I-4 gasoline direct injection, DOHC, variable valve control"," 54,789 mi. "
2023 Land Rover Defender 90 X-Dynamic SE,"$79,990 ", Four-wheel Drive ,Gasoline ,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, CVVL variable v"," 3,900 mi. "
2023 Mercedes-Benz AMG EQS Base,"$161,455 ", All-wheel Drive ,Automatic,Electric, W1KCG5FB1PA039592 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation SystemPower Liftgate

"
2023 Mercedes-Benz GLE 350 Base 4MATIC,"$67,985 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 8,348 mi. "
2023 Ford Mustang Mach-E Select,"$50,500 ", All-wheel Drive ,Automatic,Electric, 3FMTK1SS3PMA13128 ,"

Navigation System

"
2023 Mercedes-Benz E-Class E 350 4MATIC,"$66,920 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 3,915 mi. "
2023 Mercedes-Benz S-Class S 500 4MATIC,"$135,245 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 9 mi. 
2022 Ford Explorer XLT,"$42,374 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo," 4,102 mi. "
2023 Ford Mustang GT Premium,"$48,495 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 5 mi. 
2023 Land Rover Defender X-Dynamic SE,"$90,845 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 60 mi. 
2023 Land Rover Defender 110 S,"$67,310 ", Four-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 16 mi. 
2023 Mercedes-Benz S-Class S 580 4MATIC,"$137,360 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 11 mi. 
2020 Mercedes-Benz GLS 450 Base 4MATIC,"$64,897 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 38,680 mi. "
2023 Land Rover Discovery P300 S R-Dynamic,"$66,580 ", Four-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 13 mi. 
2023 Mercedes-Benz AMG G 63 4MATIC,"$208,860 ", – ,– ,Automatic,8 4, 21 mi. 
2023 Land Rover Defender X-Dynamic SE,"$92,165 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 12 mi. 
2011 BMW 328 i xDrive,"$11,995 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC," 93,978 mi. "
2013 GMC Sierra 1500 SLE,"$19,500 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V MPFI OHV," 96,064 mi. "
2016 Audi A8 L 3.0T,"$29,990 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged," 36,961 mi. "
2014 Jaguar F-TYPE Base,"$30,990 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged," 41,068 mi. "
2016 Ford Mustang GT Premium,"$35,990 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.0L V8 32V MPFI DOHC," 29,246 mi. "
2012 Audi A5 2.0T Premium Plus quattro,"$14,990 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 94,230 mi. "
2016 Ford Mustang GT Premium,"$34,590 ", Rear-wheel Drive ,Gasoline ,–,5.0L V8 32V MPFI DOHC," 32,963 mi. "
2014 BMW 650 i xDrive,"$32,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 31,340 mi. "
2023 Hyundai Sonata SEL,"$28,334 ", Front-wheel Drive ,Gasoline ,Automatic,2.5L I4 16V PDI DOHC, 3 mi. 
2023 Nissan Pathfinder SL,"$44,968 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 3 mi. 
2023 Buick Enclave Avenir,"$55,973 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC," 2,951 mi. "
2023 Chevrolet Equinox RS,"$36,450 ", All-wheel Drive ,Gasoline ,6-Speed Electronically Controlled Automatic with O,1.5L I4 16V GDI DOHC Turbo, 4 mi. 
2023 Jeep Grand Cherokee Limited,"$47,615 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, – 
2022 Volkswagen ID.4 Pro S,"$46,193 ", Rear-wheel Drive ,1-Speed Automatic,Electric, WVGTMPE22NP075006 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2022 Subaru WRX Limited,"$41,070 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo, 28 mi. 
2022 BMW 750 i xDrive,"$112,905 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 8,397 mi. "
2022 Mercedes-Benz GLB 250 Base 4MATIC,"$49,640 ", All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo," 5,081 mi. "
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"$81,230 ", AWD ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 6 mi. 
2023 Genesis G70 2.0T,"$43,941 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 5,521 mi. "
2023 Dodge Charger SXT,"$31,337 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 22 mi. 
2023 Audi SQ5 3.0T Premium Plus,"$68,555 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo," 4,113 mi. "
2023 Acura TLX Type S,"$57,745 ", All-wheel Drive ,Gasoline ,Automatic,"3L V-6 gasoline direct injection, DOHC, i-VTEC variable valve co", 10 mi. 
2016 Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,"$42,957 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo," 58,985 mi. "
2023 Lexus RZ 450e ,Not Priced, – ,– ,1-Speed Automatic,0.0 0.0, 0 mi. 
2023 Jeep Gladiator Rubicon,"$55,569 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 11 mi. 
2023 Mercedes-Benz GLC 300 4MATIC,"$61,660 ", All-wheel Drive ,Gasoline ,Automatic,2.0L 4 Cylinder, 11 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$89,400 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 7 mi. 
2022 Ford F-250 Lariat,"$92,340 ", Four-wheel Drive ,Diesel ,Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 6 mi. 
2020 Volkswagen Atlas 3.6L SE w/Technology,"$26,491 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC," 60,761 mi. "
2023 Volvo S60 B5 Ultimate Dark Theme,"$50,759 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 5 mi. 
2024 Subaru Crosstrek Base,"$26,586 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L, 0 mi. 
2023 Jeep Wrangler Rubicon 392,"$101,630 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 7 mi. 
2022 RAM 1500 Laramie,"$50,631 ", Rear-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 4 mi. 
2023 Honda Civic Touring,"$31,600 ", FWD ,Gasoline Fuel ,Variable,Intercooled Turbo Premium Unleaded I-4 1.5 L/91, 0 mi. 
2023 Cadillac CT4 Luxury,"$40,590 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L Turbo, 78 mi. 
2023 Kia Sorento LX,"$33,741 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 15 mi. 
2022 Hyundai Santa Fe SEL,"$32,990 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC," 3,181 mi. "
2023 Jeep Grand Cherokee Laredo,"$38,151 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 9 mi. 
2023 Genesis G90 3.5T E-SUPERCHARGER,Not Priced, All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2023 Genesis G90 3.5T e-SC,"$100,560 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 23 mi. 
2022 RAM 2500 Tradesman,"$54,720 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 12 mi. 
2023 Dodge Charger Scat Pack,"$66,400 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 54 mi. 
2022 Mercedes-Benz Sprinter 2500 9,"$144,999 ", Rear-wheel Drive ,Diesel ,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 101 mi. 
2023 Mercedes-Benz Sprinter 4500 High Roof,"$87,873 ", Rear-wheel Drive ,Diesel ,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel, 8 mi. 
2023 Toyota Corolla Cross XLE,"$31,888 ", AWD ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC, 3 mi. 
2018 Dodge Challenger SRT Hellcat,"$53,677 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged," 42,807 mi. "
2022 Volkswagen ID.4 Pro S,"$43,494 ", Rear-wheel Drive ,1-Speed Automatic,Electric, WVGTMPE29NP070868 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 GMC Yukon Denali,"$85,405 ", Four-wheel Drive ,Gasoline ,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr", 3 mi. 
2023 Honda Accord EX,"$29,205 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V DOHC, 28 mi. 
2023 Genesis G70 2.0T,"$46,255 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus 6 Passenger,"$75,295 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 15 mi. 
2020 Hyundai Kona Limited,"$22,782 ", All-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/97," 31,632 mi. "
2023 Jeep Wrangler Sport,"$38,621 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2022 Cadillac CT4 Sport,"$47,999 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 1 mi. 
2023 Mazda CX-50 2.5 Turbo Premium Package,"$41,823 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo," 2,100 mi. "
2023 Honda Ridgeline RTL,"$43,075 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC, 2 mi. 
2023 INFINITI QX60 Luxe,"$59,480 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 5 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$87,010 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 8 mi. 
2023 Cadillac XT6 Sport AWD,"$64,550 ", All-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V GDI DOHC, 0 mi. 
2023 Cadillac CT5-V V-Series Blackwing,"$123,075 ", RWD ,Gasoline ,–,6.2L V8 16V GDI OHV Supercharged, 0 mi. 
2023 Cadillac XT6 Sport AWD,"$62,725 ", All-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V GDI DOHC, 0 mi. 
2023 Kia K5 GT-Line,"$29,985 ", – ,Gasoline ,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Dodge Durango SRT 392,"$79,939 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 5 mi. 
2023 Ford Bronco Badlands,"$60,998 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2020 Ford Ranger Lariat,"$30,977 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo," 60,115 mi. "
2023 Acura Integra A-Spec,"$32,995 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 11 mi. 
2022 Toyota Corolla Cross XLE,"$30,598 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC, 10 mi. 
2018 Ford Fusion Energi Titanium,"$22,291 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid," 49,518 mi. "
2023 Genesis G90 3.5T e-SC,"$100,060 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 1 mi. 
2023 Toyota Tundra Limited,"$60,786 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
