Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Land Rover Defender 90 X-Dynamic SE,79990,Four-wheel Drive,Gasoline,Automatic,Ingenium 3L I-6 gasoline direct injection DOHC CVVL variable v,3900
2023 Mercedes-Benz AMG EQS Base,161455,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Mercedes-Benz GLE 350 Base 4MATIC,67985,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,8348
2023 Ford Mustang Mach-E Select,50500,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Mercedes-Benz E-Class E 350 4MATIC,66920,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3915
2023 Mercedes-Benz S-Class S 500 4MATIC,135245,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,9
2022 Ford Explorer XLT,42374,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,4102
2023 Ford Mustang GT Premium,48495,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,5
2023 Land Rover Defender X-Dynamic SE,90845,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,60
2023 Land Rover Defender 110 S,67310,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,16
2023 Mercedes-Benz S-Class S 580 4MATIC,137360,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,11
2020 Mercedes-Benz GLS 450 Base 4MATIC,64897,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,38680
2023 Land Rover Discovery P300 S R-Dynamic,66580,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,13
2023 Mercedes-Benz AMG G 63 4MATIC,208860,NoInfo,,Automatic,8 4,21
2023 Land Rover Defender X-Dynamic SE,92165,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,12
2011 BMW 328 i xDrive,11995,All-wheel Drive,Gasoline,6-Speed Automatic,3.0L I6 24V MPFI DOHC,93978
2013 GMC Sierra 1500 SLE,19500,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V MPFI OHV,96064
2016 Audi A8 L 3.0T,29990,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,36961
2014 Jaguar F-TYPE Base,30990,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,41068
2016 Ford Mustang GT Premium,35990,Rear-wheel Drive,Gasoline,6-Speed Automatic,5.0L V8 32V MPFI DOHC,29246
2012 Audi A5 2.0T Premium Plus quattro,14990,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,94230
2016 Ford Mustang GT Premium,34590,Rear-wheel Drive,Gasoline,,5.0L V8 32V MPFI DOHC,32963
2014 BMW 650 i xDrive,32500,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,31340
2023 Hyundai Sonata SEL,28334,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,3
2023 Nissan Pathfinder SL,44968,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,3
2023 Buick Enclave Avenir,55973,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,2951
2023 Chevrolet Equinox RS,36450,All-wheel Drive,Gasoline,6-Speed Electronically Controlled Automatic with O,1.5L I4 16V GDI DOHC Turbo,4
2023 Jeep Grand Cherokee Limited,47615,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,
2022 Volkswagen ID.4 Pro S,46193,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 Subaru WRX Limited,41070,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,28
2022 BMW 750 i xDrive,112905,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,8397
2022 Mercedes-Benz GLB 250 Base 4MATIC,49640,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,5081
2023 Mercedes-Benz AMG C 43 Base 4MATIC,81230,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,6
2023 Genesis G70 2.0T,43941,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5521
2023 Dodge Charger SXT,31337,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22
2023 Audi SQ5 3.0T Premium Plus,68555,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,4113
2023 Acura TLX Type S,57745,All-wheel Drive,Gasoline,Automatic,3L V-6 gasoline direct injection DOHC i-VTEC variable valve co,10
2016 Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,42957,All-wheel Drive,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,58985
2023 Lexus RZ 450e,,NoInfo,,1-Speed Automatic,0.0 0.0,0
2023 Jeep Gladiator Rubicon,55569,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,11
2023 Mercedes-Benz GLC 300 4MATIC,61660,All-wheel Drive,Gasoline,Automatic,2.0L 4 Cylinder,11
2023 Mercedes-Benz AMG GLE 53 Base,89400,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,7
2022 Ford F-250 Lariat,92340,Four-wheel Drive,Diesel,Automatic,6.7L V8 32V DDI OHV Turbo Diesel,6
2020 Volkswagen Atlas 3.6L SE wTechnology,26491,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,60761
2023 Volvo S60 B5 Ultimate Dark Theme,50759,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,5
2024 Subaru Crosstrek Base,26586,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2023 Jeep Wrangler Rubicon 392,101630,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,7
2022 RAM 1500 Laramie,50631,Rear-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,4
2023 Honda Civic Touring,31600,Front-wheel Drive,Gasoline Fuel,Variable,Intercooled Turbo Premium Unleaded I-4 1.5 L91,0
2023 Cadillac CT4 Luxury,40590,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L Turbo,78
2023 Kia Sorento LX,33741,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,15
2022 Hyundai Santa Fe SEL,32990,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,3181
2023 Jeep Grand Cherokee Laredo,38151,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,9
2023 Genesis G90 3.5T E-SUPERCHARGER,,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,10
2023 Genesis G90 3.5T e-SC,100560,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,23
2022 RAM 2500 Tradesman,54720,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,12
2023 Dodge Charger Scat Pack,66400,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,54
2022 Mercedes-Benz Sprinter 2500 9,144999,Rear-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,101
2023 Mercedes-Benz Sprinter 4500 High Roof,87873,Rear-wheel Drive,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,8
2023 Toyota Corolla Cross XLE,31888,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,3
2018 Dodge Challenger SRT Hellcat,53677,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,42807
2022 Volkswagen ID.4 Pro S,43494,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 GMC Yukon Denali,85405,Four-wheel Drive,Gasoline,Automatic,EcoTec3 6.2L V-8 gasoline direct injection variable valve contr,3
2023 Honda Accord EX,29205,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,28
2023 Genesis G70 2.0T,46255,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus 6 Passenger,75295,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,15
2020 Hyundai Kona Limited,22782,All-wheel Drive,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L97,31632
2023 Jeep Wrangler Sport,38621,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,5
2022 Cadillac CT4 Sport,47999,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1
2023 Mazda CX-50 2.5 Turbo Premium Package,41823,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,2100
2023 Honda Ridgeline RTL,43075,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,2
2023 INFINITI QX60 Luxe,59480,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5
2023 Mercedes-Benz AMG GLE 53 Base,87010,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,8
2023 Cadillac XT6 Sport AWD,64550,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,0
2023 Cadillac CT5-V V-Series Blackwing,123075,NoInfo,Gasoline,,6.2L V8 16V GDI OHV Supercharged,0
2023 Cadillac XT6 Sport AWD,62725,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,0
2023 Kia K5 GT-Line,29985,NoInfo,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,10
2023 Dodge Durango SRT 392,79939,All-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,5
2023 Ford Bronco Badlands,60998,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,10
2020 Ford Ranger Lariat,30977,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,60115
2023 Acura Integra A-Spec,32995,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,11
2022 Toyota Corolla Cross XLE,30598,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,10
2018 Ford Fusion Energi Titanium,22291,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,49518
2023 Genesis G90 3.5T e-SC,100060,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1
2023 Toyota Tundra Limited,60786,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5
2023 Toyota Tundra SR5,60632,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5
2023 Chevrolet Equinox 1LT,38900,All-wheel Drive,Gasoline,6-Speed Electronically Controlled Automatic with O,1.5L I4 16V GDI DOHC Turbo,1
2023 Jeep Grand Cherokee Summit,63256,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,11
2023 Cadillac XT5 Sport,59490,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,45
2022 Jeep Grand Cherokee 4xe Summit,61755,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2023 Alfa Romeo Giulia Veloce,53415,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,29
2022 Ford Explorer Platinum,56625,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5
2023 Genesis G90 3.5T E-SUPERCHARGER,,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,6
2023 Volkswagen Jetta GLI 2.0T Autobahn,34781,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7
2023 Audi S4 3.0T Premium Plus,63600,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,5
2023 Honda Passport TrailSport,43049,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,3
2022 Chrysler 300 Touring L,34695,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2084
2022 Mercedes-Benz Sprinter 2500 MIDWEST AUTOMOTIVE DESIGNS,209999,Four-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,288
2023 Toyota Prius XLE,,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V DOHC Hybrid,10
2023 Ford Bronco Badlands,59045,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,4
2023 Mercedes-Benz EQB 300 Base 4MATIC,64605,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Land Rover Discovery Sport S,46000,Four-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,5955
2023 Land Rover Range Rover Velar S,72455,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,17
2018 Volkswagen Tiguan 2.0T SEL,24683,All-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,38996
2022 RAM 1500 Laramie,81622,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,
2022 Hyundai Kona SEL,24452,All-wheel Drive,Gasoline,Variable,Regular Unleaded I-4 2.0 L122,6445
2022 Nissan Altima 2.5 SR,29999,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,5319
2023 Audi SQ5 3.0T Premium Plus,67305,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,6
2023 Chevrolet Silverado 1500 LTZ,59739,Four-wheel Drive,Gasoline,Automatic,EcoTec3 5.3L V-8 gasoline direct injection variable valve contr,10
2022 Ford Explorer XLT,49975,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,
2020 Lincoln Navigator L Reserve,59496,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,52112
2023 Genesis G90 3.5T,87220,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,9
2023 Audi Q3 45 S line Premium,42970,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Kia Sorento EX,39285,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,12
2023 Cadillac CT5 Sport AWD,52650,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,492
2023 Cadillac XT4 Premium Luxury,49515,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,42
2020 Chevrolet Silverado 1500 Custom,34185,Four-wheel Drive,Gasoline,Automatic,4.3L V6 12V GDI OHV,38125
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE wTechnology,43996,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,3
2022 Ford F-350 XLT,83760,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,2
2022 Ford F-250 Lariat,68885,Four-wheel Drive,Gasoline,10-Speed Automatic,7.3L V8 16V MPFI OHV,3
2023 Land Rover Defender 75th Limited Edition,97060,All-wheel Drive,Gasoline,Automatic,NoInfo,10
2023 Land Rover Defender 90 X-Dynamic SE,83235,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,11
2023 Mercedes-Benz GLE 350 Base 4MATIC,64650,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3542
2023 Mercedes-Benz AMG G 63 4MATIC,201300,All-wheel Drive,Gasoline,Automatic,4.0L V8,21
2023 Hyundai Sonata SE,26328,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2
2023 Mazda CX-50 2.5 Turbo,38199,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,143
2023 Chevrolet Colorado Base,43785,Four-wheel Drive,Gasoline,Automatic,2.7L I-4 gasoline direct injection DOHC variable valve control,10
2023 Honda Ridgeline RTL-E,48005,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,8
2023 Lincoln Navigator Reserve,103665,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5
2022 Mercedes-Benz AMG SL 63 Base,196805,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,11
2023 Kia EV6 GT-Line,59790,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Cadillac Escalade ESV Premium Luxury,112560,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,0
2023 Kia Sorento Hybrid EX,41300,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,14
2022 RAM 3500 Tradesman,66595,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,
2023 Hyundai Palisade Limited,49635,Front-wheel Drive,Gasoline,,3.8L V6 24V GDI DOHC,10
2023 Dodge Charger SXT,31337,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,12
2022 Chevrolet Silverado 1500 Limited RST,72408,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,23
2019 Ford Explorer XLT,25682,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,75014
2024 Kia Seltos SX,35985,All-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4,4
2020 Toyota Highlander Limited,32490,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,139088
2023 Ford Bronco Outer Banks Advanced,69335,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,4
2023 Land Rover Defender 75th Limited Edition,96825,All-wheel Drive,Gasoline,Automatic,NoInfo,16
2023 Mercedes-Benz AMG GLE 53 Base,90915,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,8
2023 Acura Integra A-Spec,34495,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5
2023 Lexus GX 460 Base,62335,Four-wheel Drive,Gasoline,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,9
2023 Acura Integra A-Spec Technology,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5
2020 Subaru Legacy Touring XT,30976,All-wheel Drive,Gasoline,Automatic,2.4L H-4 gasoline direct injection DOHC variable valve control,30491
2023 Toyota bZ4X Limited,51670,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Mazda CX-50 2.5 Turbo Meridian Edition,43065,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,7
2020 Chevrolet Silverado 1500 LT,39970,Four-wheel Drive,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,26034
2023 INFINITI QX55 ESSENTIAL,55233,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,5
2023 Audi Q3 45 S line Premium Plus,48770,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13
2023 Toyota Highlander Platinum,53999,All-wheel Drive,Gasoline,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo,2
2023 BMW iX xDrive50,91495,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Mercedes-Benz S-Class S 500 4MATIC,130705,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,8
2020 BMW 330 i,27992,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60754
2022 RAM 1500 Limited,74450,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,
2024 Chevrolet Silverado 2500 LT,61119,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,4
2023 Honda CR-V EX-L,37055,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,
2022 Mercedes-Benz Sprinter 2500 144 WB,81995,Four-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,7
2022 Toyota Tundra Platinum,65428,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,10
2023 Land Rover Defender 110 X,100830,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,12
2023 Mercedes-Benz GLE 350 Base 4MATIC,68780,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,7
2023 Lexus GX 460 Base,64050,Four-wheel Drive,Gasoline,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,
2019 BMW X1 sDrive28i,26591,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,43973
2023 BMW X1 xDrive28i,44195,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Lexus RX 350h Premium,55235,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,11
2020 Honda Accord LX 1.5T,24408,Front-wheel Drive,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L91,21828
2024 Chevrolet Silverado 2500 High Country,84485,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,6
2023 Cadillac CT5 Premium Luxury AWD,50640,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,69
2023 Toyota Corolla Hatchback SE,25397,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,7
2023 Toyota Corolla XSE,29360,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,7
2023 Maserati Grecale GT,68475,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,23
2023 Lincoln Navigator L Reserve,107815,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,116
2022 Ford Edge SEL,41880,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4309
2023 Ford Escape ST-Line Elite,47450,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,3
2023 Nissan Armada Platinum,68830,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1
2023 Chevrolet Colorado Z71,48455,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,3
2022 INFINITI Q60 3.0t Red Sport 400,56697,All-wheel Drive,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,7
2023 Audi e-tron GT Premium Plus,107215,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Ford Expedition Max XLT,75000,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,10
2023 Toyota Tundra Platinum,67376,Four-wheel Drive,Gasoline,OTHER,3.5L V6 24V PDI DOHC Twin Turbo,
2023 Ford Bronco Wildtrak,77435,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,2
2023 Subaru WRX Base,31778,All-wheel Drive,Gasoline,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo,7
2023 Toyota 4Runner TRD Off Road Premium,50914,Four-wheel Drive,Gasoline,5-Speed,4.0L V6 24V MPFI DOHC,10
2023 Chevrolet Tahoe LT,73790,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,0
2023 Mercedes-Benz AMG C 43 Base 4MATIC,71460,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,11
2023 Audi A5 45 S line Prestige,66965,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Mercedes-Benz AMG GLA 45 Base,61760,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,5630
2023 Audi A6 55 Premium Plus,65540,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Maserati Levante Modena,118395,All-wheel Drive,Gasoline,ZF 8-Speed Automatic,3.0L V6,17
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,55810,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5
2023 Chevrolet Colorado Z71,45265,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,3
2023 Land Rover Defender 75th Limited Edition,94560,Four-wheel Drive,Gasoline,Automatic,NoInfo,4
2023 Chevrolet Colorado Z71,45660,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,3
2021 Chevrolet Trailblazer RS,26300,Front-wheel Drive,Gasoline,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,30922
2023 Jeep Grand Cherokee Laredo,43348,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,5903
2023 Kia Sportage X-Line,35485,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10
2020 Porsche Cayenne Turbo,89950,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,30451
2020 GMC Terrain Denali,32221,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,22488
2023 Lincoln Aviator Black Label Grand Touring,93360,All-wheel Drive,Hybrid,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,
2023 Jeep Wagoneer Base,65633,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,20
2023 Land Rover Range Rover Velar P340 S R-Dynamic,74990,Four-wheel Drive,Gasoline,Automatic,Ingenium 3L I-6 gasoline direct injection DOHC variable valve,3266
2023 Toyota Sienna XLE,,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5
2022 Lincoln Aviator Standard AWD,52701,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,7224
2023 Volvo XC90 B5 Plus,59458,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,4
2023 Volvo XC90 B5 Plus,59458,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Jeep Grand Cherokee Summit,63256,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,12
